0.50	r10c:-1:7		r4c:-1:3	r3c:-1:2
0.64	r10c:-1:8	r5c:-1:4		
0.80	r10c:-1:9			
1.00	r10c:0:0	r5c:0:0	r4c:0:0	r3c:0:0
1.25	r10c:0:1			
1.60	r10c:0:2	r5c:0:1	r4c:0:1	
2.00	r10c:0:3			r3c:0:1
2.50	r10c:0:4	r5c:0:2		
3.20	r10c:0:5		r4c:0:2	
4.00	r10c:0:6	r5c:0:3		
5.00	r10c:0:7		r4c:0:3	r3c:0:2
6.40	r10c:0:8	r5c:0:4		
8.00	r10c:0:9			
10.0	r10c:1:0	r5c:1:0	r4c:1:0	r3c:1:0
12.5	r10c:1:1			
16.0	r10c:1:2	r5c:1:1	r4c:1:1	
