0.50	r10f:-1:7		r4f:-1:3	r3f:-1:2
0.64	r10f:-1:8	r5f:-1:4		
0.80	r10f:-1:9			
1.00	r10f:0:0	r5f:0:0	r4f:0:0	r3f:0:0
1.25	r10f:0:1			
1.60	r10f:0:2	r5f:0:1	r4f:0:1	
2.00	r10f:0:3			r3f:0:1
2.50	r10f:0:4	r5f:0:2		
3.20	r10f:0:5		r4f:0:2	
4.00	r10f:0:6	r5f:0:3		
5.00	r10f:0:7		r4f:0:3	r3f:0:2
6.40	r10f:0:8	r5f:0:4		
8.00	r10f:0:9			
10.0	r10f:1:0	r5f:1:0	r4f:1:0	r3f:1:0
12.5	r10f:1:1			
16.0	r10f:1:2	r5f:1:1	r4f:1:1	
